SN,Average
99175,27.5
99176,37.5
99177,67.5
99178,32.5
99179,37.5
99180,37.5
99181,37.5
99182,52.5
99183,67.5
99184,37.5
99185,37.5
99186,57.5
99187,57.5
99188,57.5
99189,57.5
99190,57.5
99191,85
99192,165
99193,325
99194,75
99195,55
99196,57.5
99197,105
99198,105
99199,57.5
99200,105
99201,57.5
99202,115
99203,125
99204,85
99205,195
99206,105
99207,75
99208,525
99209,195
99210,72.5
99211,125
99212,105
99213,42.5
99214,27.5
99215,37.5
99216,75
99217,37.5
99218,52.5
99219,195
99220,57.5
99221,62.5
99222,95
99223,190
99224,175
99225,145
99226,95
99227,237.5
99228,62.5
99229,31.5
99230,27.5
99231,54
99232,62.5
99233,22.5
99234,57.5
99235,22.5
99236,27.5
99237,27.5
99238,52.5
99239,62.5
99240,82.5
99241,27.5
99242,42.5
99243,67.5
99244,32.5
99245,32.5
99246,47.5
99247,37.5
99248,52.5
99249,47.5
99250,37.5
99251,37.5
99252,57.5
99253,57.5
99254,57.5
99255,57.5
99256,57.5
99257,85
99258,185
99259,325
99260,85
99261,55
99262,57.5
99263,105
99264,105
99265,57.5
99266,105
99267,57.5
99268,115
99269,125
99270,85
99271,195
99272,105
99273,75
99274,525
99275,195
99276,75
99277,125
99278,105
99279,42.5
99280,37.5
99281,65
99282,32.5
99283,52.5
99284,195
99285,47.5
99286,52.5
99287,85
99288,255
99289,175
99290,145
99291,95
99292,237.5
99293,72.5
99294,32.5
99295,25.5
99296,52.5
99297,62.5
99298,27.5
99299,57.5
99300,22.5
99301,27.5
99302,27.5
99303,52.5
99304,65
99305,85
99306,27.5
99307,42.5
99308,67.5
99309,32.5
99310,45
99311,47.5
99312,37.5
99313,52.5
99314,52.5
99315,37.5
99316,37.5
99317,57.5
99318,57.5
99319,57.5
99320,57.5
99321,57.5
99322,85
99323,185
99324,325
99325,57.5
99326,57.5
99327,105
99328,105
99329,57.5
99330,105
99331,57.5
99332,105
99333,125
99334,85
99335,195
99336,105
99337,75
99338,525
99339,195
99340,75
99341,125
99342,105
99343,42.5
99344,32.5
99345,37.5
99346,65
99347,32.5
99348,52.5
99349,195
99350,47.5
99351,52.5
99352,85
99353,155
99354,175
99355,142.5
99356,95
99357,237.5
99358,62.5
99359,31.5
99360,27.5
99361,54
99362,62.5
99363,17.5
99364,52.5
99365,22.5
99366,32.5
99367,32.5
99368,52.5
99369,62.5
99370,72.5
99371,27.5
99372,42.5
99373,97.5
99374,32.5
99375,57.5
99376,57.5
99377,37.5
99378,52.5
99379,77.5
99380,37.5
99381,37.5
99382,57.5
99383,57.5
99384,57.5
99385,57.5
99386,57.5
99387,85
99388,190
99389,325
99390,85
99391,55
99392,57.5
99393,105
99394,105
99395,57.5
99396,105
99397,57.5
99398,115
99399,125
99400,85
99401,195
99402,105
99403,85
99404,525
99405,195
99406,75
99407,125
99408,105
99409,42.5
99410,27.5
99411,25
99412,65
99413,37.5
99414,52.5
99415,195
99416,47.5
99417,52.5
99418,95
99419,160
99420,175
99421,145
99422,95
99423,237.5
99424,72.5
99425,31.5
99426,27.5
99427,54
99428,67.5
99429,19
99430,52.5
99431,22.5
99432,32.5
99433,32.5
99434,77.5
99435,82.5
99436,77.5
99437,27.5
99438,42.5
99439,77.5
99440,32.5
99441,32.5
99442,57.5
99443,37.5
99444,52.5
99445,72.5
99446,37.5
99447,37.5
99448,57.5
99449,57.5
99450,57.5
99451,57.5
99452,57.5
99453,85
99454,195
99455,325
99456,55
99457,57.5
99458,105
99459,105
99460,57.5
99461,105
99462,57.5
99463,115
99464,125
99465,85
99466,195
99467,105
99468,85
99469,525
99470,195
99471,75
99472,125
99473,105
99474,45
99475,27.5
99476,25
99477,75
99478,37.5
99479,52.5
99480,195
99481,47.5
99482,57.5
99483,85
99484,195
99485,175
99486,145
99487,95
99488,237.5
99489,75
99490,33.5
99491,27.5
99492,54
99493,72.5
99494,24
99495,57.5
99496,22.5
99497,32.5
99498,32.5
99499,82.5
99500,97.5
99501,72.5
99502,32.5
99503,47.5
99504,77.5
99505,37.5
99506,47.5
99507,57.5
99508,37.5
99509,52.5
99510,97.5
99511,47.5
99512,47.5
99513,57.5
99514,57.5
99515,57.5
99516,57.5
99517,57.5
99518,95
99519,185
99520,325
99521,55
99522,57.5
99523,105
99524,105
99525,57.5
99526,105
99527,57.5
99528,115
99529,125
99530,85
99531,195
99532,105
99533,85
99534,525
99535,195
99536,75
99537,125
99538,105
99539,45
99540,27.5
99541,25
99542,75
99543,37.5
99544,62.5
99545,195
99546,47.5
99547,57.5
99548,95
99549,225
99550,175
99551,145
99552,95
99553,237.5
99554,77.5
99555,34
99556,29
99557,54
99558,67.5
99559,24
99560,77.5
99561,22.5
99562,37.5
99563,37.5
99564,72.5
99565,97.5
99566,77.5
99567,37.5
99568,42.5
99569,77.5
99570,37.5
99571,42.5
99572,57.5
99573,37.5
99574,52.5
99575,87.5
99576,47.5
99577,47.5
99578,57.5
99579,57.5
99580,57.5
99581,57.5
99582,57.5
99583,95
99584,195
99585,325
99586,55
99587,57.5
99588,105
99589,105
99590,57.5
99591,105
99592,57.5
99593,115
99594,125
99595,85
99596,195
99597,105
99598,85
99599,525
99600,195
99601,75
99602,125
99603,105
99604,45
99605,27.5
99606,25
99607,75
99608,35
99609,62.5
99610,195
99611,47.5
99612,62.5
99613,95
99614,235
99615,175
99616,145
99617,95
99618,237.5
99619,77.5
99620,34
99621,29
99622,54
99623,67.5
99624,24
99625,77.5
99626,22.5
99627,37.5
99628,37.5
99629,72.5
99630,97.5
99631,77.5
99632,37.5
99633,42.5
99634,77.5
99635,37.5
99636,42.5
99637,57.5
99638,37.5
99639,52.5
99640,87.5
99641,47.5
99642,47.5
99643,57.5
99644,57.5
99645,57.5
99646,57.5
99647,57.5
99648,95
99649,205
99650,325
99651,55
99652,57.5
99653,105
99654,105
99655,57.5
99656,105
99657,57.5
99658,115
99659,125
99660,85
99661,195
99662,105
99663,85
99664,525
99665,195
99666,75
99667,125
99668,105
99669,45
99670,27.5
99671,25
99672,75
99673,30
99674,62.5
99675,195
99676,47.5
99677,62.5
99678,95
99679,240
99680,175
99681,145
99682,95
99683,237.5
99684,77.5
99685,34
99686,29
99687,52
99688,67.5
99689,21.5
99690,72.5
99691,22.5
99692,37.5
99693,37.5
99694,82.5
99695,105
99696,72.5
99697,37.5
99698,42.5
99699,97.5
99700,32.5
99701,47.5
99702,57.5
99703,37.5
99704,62.5
99705,75
99706,47.5
99707,37.5
99708,57.5
99709,57.5
99710,57.5
99711,57.5
99712,57.5
99713,95
99714,195
99715,325
99716,95
99717,55
99718,57.5
99719,105
99720,105
99721,57.5
99722,105
99723,57.5
99724,115
99725,125
99726,85
99727,195
99728,105
99729,85
99730,275.5
99731,195
99732,77.5
99733,125
99734,105
99735,45
99736,37.5
99737,77.5
99738,37.5
99739,62.5
99740,195
99741,42.5
99742,62.5
99743,95
99744,255
99745,175
99746,145
99747,95
99748,237.5
99749,97.5
99750,72.5
99751,34
99752,29
99753,51.5
99754,72.5
99755,24
99756,82.5
99757,22.5
99758,37.5
99759,37.5
99760,82.5
99761,97.5
99762,62.5
99763,37.5
99764,42.5
99765,97.5
99766,32.5
99767,62.5
99768,52.5
99769,37.5
99770,62.5
99771,62.5
99772,37.5
99773,37.5
99774,57.5
99775,57.5
99776,57.5
99777,57.5
99778,57.5
99779,95
99780,195
99781,325
99782,95
99783,55
99784,57.5
99785,105
99786,105
99787,57.5
99788,105
99789,57.5
99790,115
99791,125
99792,85
99793,195
99794,105
99795,75
99796,525
99797,195
99798,75
99799,125
99800,105
99801,52.5
99802,32.5
99803,75
99804,37.5
99805,62.5
99806,195
99807,47.5
99808,72.5
99809,95
99810,235
99811,175
99812,145
99813,95
99814,237.5
99815,105
99816,72.5
99817,34
99818,29
99819,51.5
99820,67.5
99821,26
99822,97.5
99823,22.5
99824,37.5
99825,37.5
99826,85
99827,97.5
99828,67.5
99829,42.5
99830,47.5
99831,97.5
99832,42.5
99833,62.5
99834,47.5
99835,37.5
99836,62.5
99837,77.5
99838,37.5
99839,37.5
99840,57.5
99841,57.5
99842,57.5
99843,57.5
99844,57.5
99845,95
99846,195
99847,325
99848,95
99849,55
99850,57.5
99851,105
99852,105
99853,57.5
99854,105
99855,57.5
99856,115
99857,125
99858,85
99859,195
99860,105
99861,75
99862,525
99863,195
99864,85
99865,125
99866,105
99867,52.5
99868,32.5
99869,75
99870,32.5
99871,62.5
99872,195
99873,47.5
99874,77.5
99875,95
99876,355
99877,175
99878,145
99879,95
99880,237.5
99881,95
99882,67.5
99883,34
99884,29
99885,51
99886,67.5
99887,29
99888,97.5
99889,22.5
99890,37.5
99891,37.5
99892,87.5
99893,97.5
99894,67.5
99895,37.5
99896,47.5
99897,97.5
99898,37.5
99899,57.5
99900,52.5
99901,37.5
99902,67.5
99903,77.5
99904,37.5
99905,37.5
99906,57.5
99907,57.5
99908,57.5
99909,57.5
99910,57.5
99911,95
99912,195
99913,325
99914,95
99915,55
99916,57.5
99917,105
99918,105
99919,57.5
99920,105
99921,57.5
99922,115
99923,125
99924,85
99925,195
99926,115
99927,65
99928,525
99929,195
99930,75
99931,125
99932,105
99933,77.5
99934,32.5
99935,75
99936,37.5
99937,62.5
99938,195
99939,77.5
99940,77.5
99941,95
99942,335
99943,175
99944,145
99945,95
99946,237.5
99947,97.5
99948,52.5
99949,34
99950,29
99951,51.5
99952,67.5
99953,29
99954,82.5
99955,22.5
99956,37.5
99957,37.5
99958,77.5
99959,92.5
99960,67.5
99961,37.5
99962,52.5
99963,87.5
99964,37.5
99965,57.5
99966,52.5
99967,37.5
99968,67.5
99969,57.5
99970,37.5
99971,37.5
99972,57.5
99973,57.5
99974,57.5
99975,57.5
99976,57.5
99977,95
99978,185
99979,325
99980,85
99981,52.5
99982,57.5
99983,105
99984,105
99985,57.5
99986,105
99987,57.5
99988,115
99989,125
99990,85
99991,195
99992,115
99993,75
99994,525
99995,195
99996,75
99997,125
99998,105
99999,62.5
100000,32.5
100001,75
100002,37.5
100003,62.5
100004,195
100005,57.5
100006,57.5
100007,95
100008,235
100009,175
100010,145
100011,95
100012,237.5
100013,97.5
100014,52.5
100015,34
100016,29
100017,51
100018,67.5
100019,29
100020,97.5
100021,22.5
100022,37.5
100023,37.5
100024,97.5
100025,97.5
100026,67.5
100027,42.5
100028,52.5
100029,97.5
100030,37.5
100031,57.5
100032,57.5
100033,47.5
100034,67.5
100035,77.5
100036,37.5
100037,27.5
100038,57.5
100039,57.5
100040,57.5
100041,57.5
100042,57.5
100043,95
100044,155
100045,325
100046,95
100047,55
100048,57.5
100049,105
100050,105
100051,57.5
100052,105
100053,57.5
100054,115
100055,125
100056,85
100057,195
100058,125
100059,65
100060,525
100061,175
100062,82.5
100063,125
100064,105
100065,65
100066,32.5
100067,72.5
100068,27.5
100069,67.5
100070,195
100071,75
100072,75
100073,95
100074,335
100075,175
100076,145
100077,95
100078,237.5
100079,97.5
100080,52.5
100081,34
100082,29
100083,51
100084,67.5
100085,29
100086,97.5
100087,22.5
100088,37.5
100089,37.5
100090,97.5
100091,97.5
100092,67.5
100093,42.5
100094,52.5
100095,97.5
100096,37.5
100097,57.5
100098,57.5
100099,47.5
100100,67.5
100101,77.5
100102,37.5
100103,27.5
100104,57.5
100105,57.5
100106,57.5
100107,57.5
100108,57.5
100109,95
100110,155
100111,325
100112,95
100113,55
100114,57.5
100115,105
100116,105
100117,57.5
100118,105
100119,57.5
100120,115
100121,125
100122,85
100123,195
100124,125
100125,65
100126,525
100127,175
100128,82.5
100129,125
100130,105
100131,65
100132,32.5
100133,72.5
100134,27.5
100135,67.5
100136,195
100137,75
100138,75
100139,95
100140,335
100141,175
100142,145
100143,95
100144,237.5
100145,97.5
100146,42.5
100147,31.5
100148,29
100149,49
100150,67.5
100151,27
100152,77.5
100153,22.5
100154,37.5
100155,37.5
100156,87.5
100157,97.5
100158,67.5
100159,47.5
100160,52.5
100161,87.5
100162,42.5
100163,57.5
100164,57.5
100165,47.5
100166,67.5
100167,62.5
100168,37.5
100169,27.5
100170,57.5
100171,57.5
100172,57.5
100173,57.5
100174,57.5
100175,115
100176,175
100177,325
100178,95
100179,75
100180,57.5
100181,105
100182,105
100183,57.5
100184,105
100185,57.5
100186,115
100187,125
100188,85
100189,195
100190,115
100191,75
100192,525
100193,195
100194,85
100195,125
100196,105
100197,62.5
100198,37.5
100199,75
100200,37.5
100201,67.5
100202,195
100203,57.5
100204,77.5
100205,95
100206,255
100207,175
100208,145
100209,95
100210,237.5
100211,87.5
100212,40.5
100213,31.5
100214,29
100215,49
100216,62.5
100217,29
100218,77.5
100219,22.5
100220,37.5
100221,37.5
100222,77.5
100223,87.5
100224,67.5
100225,52.5
100226,52.5
100227,67.5
100228,42.5
100229,52.5
100230,47.5
100231,47.5
100232,57.5
100233,77.5
100234,37.5
100235,32.5
100236,57.5
100237,57.5
100238,57.5
100239,57.5
100240,57.5
100241,115
100242,175
100243,325
100244,95
100245,75
100246,57.5
100247,105
100248,105
100249,57.5
100250,105
100251,57.5
100252,115
100253,125
100254,85
100255,195
100256,115
100257,75
100258,525
100259,195
100260,85
100261,125
100262,105
100263,55
100264,37.5
100265,75
100266,37.5
100267,67.5
100268,195
100269,57.5
100270,62.5
100271,95
100272,255
100273,175
100274,145
100275,95
100276,237.5
100277,85
100278,40.5
100279,31
100280,29
100281,46
100282,62.5
100283,26
100284,77.5
100285,22.5
100286,37.5
100287,37.5
100288,82.5
100289,82.5
100290,67.5
100291,47.5
100292,47.5
100293,57.5
100294,42.5
100295,52.5
100296,47.5
100297,47.5
100298,57.5
100299,72.5
100300,37.5
100301,27.5
100302,57.5
100303,57.5
100304,57.5
100305,57.5
100306,57.5
100307,115
100308,165
100309,325
100310,95
100311,75
100312,57.5
100313,105
100314,105
100315,57.5
100316,105
100317,57.5
100318,115
100319,125
100320,85
100321,195
100322,115
100323,75
100324,525
100325,195
100326,85
100327,125
100328,105
100329,47.5
100330,37.5
100331,75
100332,37.5
100333,67.5
100334,195
100335,57.5
100336,67.5
100337,95
100338,255
100339,175
100340,175
100341,95
100342,237.5
100343,77.5
100344,37.5
100345,31
100346,29
100347,44
100348,67.5
100349,22.5
100350,77.5
100351,22.5
100352,37.5
100353,37.5
100354,62.5
100355,82.5
100356,72.5
100357,47.5
100358,47.5
100359,42.5
100360,42.5
100361,47.5
100362,37.5
100363,47.5
100364,52.5
100365,52.5
100366,37.5
100367,27.5
100368,57.5
100369,57.5
100370,57.5
100371,57.5
100372,57.5
100373,95
100374,165
100375,325
100376,95
100377,75
100378,57.5
100379,105
100380,105
100381,57.5
100382,105
100383,57.5
100384,115
100385,125
100386,85
100387,195
100388,115
100389,75
100390,525
100391,195
100392,85
100393,125
100394,105
100395,57.5
100396,37.5
100397,75
100398,37.5
100399,62.5
100400,195
100401,47.5
100402,62.5
100403,95
100404,245
100405,175
100406,175
100407,95
100408,237.5
100409,77.5
100410,37.5
100411,31.5
100412,29
100413,44
100414,67.5
100415,26
100416,77.5
100417,22.5
100418,37.5
100419,37.5
100420,62.5
100421,77.5
100422,67.5
100423,47.5
100424,47.5
100425,47.5
100426,47.5
100427,57.5
100428,47.5
100429,47.5
100430,52.5
100431,57.5
100432,37.5
100433,27.5
100434,57.5
100435,57.5
100436,57.5
100437,57.5
100438,57.5
100439,105
100440,165
100441,325
100442,95
100443,75
100444,57.5
100445,105
100446,105
100447,57.5
100448,105
100449,57.5
100450,115
100451,125
100452,85
100453,85
100454,115
100455,75
100456,525
100457,195
100458,85
100459,125
100460,105
100461,47.5
100462,37.5
100463,75
100464,27.5
100465,62.5
100466,195
100467,52.5
100468,62.5
100469,95
100470,255
100471,175
100472,175
100473,95
100474,237.5
100475,87.5
100476,32.5
100477,32.5
100478,29
100479,44
100480,62.5
100481,26
100482,77.5
100483,22.5
100484,42.5
100485,42.5
100486,62.5
100487,62.5
100488,62.5
100489,47.5
100490,37.5
100491,47.5
100492,37.5
100493,52.5
100494,47.5
100495,47.5
100496,47.5
100497,52.5
100498,37.5
100499,27.5
100500,57.5
100501,57.5
100502,57.5
100503,57.5
100504,57.5
100505,105
100506,165
100507,325
100508,95
100509,75
100510,57.5
100511,105
100512,105
100513,57.5
100514,105
100515,57.5
100516,115
100517,125
100518,85
100519,195
100520,115
100521,75
100522,525
100523,195
100524,75
100525,125
100526,105
100527,47.5
100528,37.5
100529,75
100530,27.5
100531,62.5
100532,195
100533,47.5
100534,62.5
100535,95
100536,245
100537,175
100538,175
100539,95
100540,237.5
100541,87.5
100542,32.5
100543,31.5
100544,29
100545,44
100546,62.5
100547,26.5
100548,77.5
100549,22.5
100550,42.5
100551,42.5
100552,62.5
100553,62.5
100554,62.5
100555,47.5
100556,37.5
100557,47.5
100558,37.5
100559,52.5
100560,47.5
100561,47.5
100562,47.5
100563,52.5
100564,37.5
100565,27.5
100566,57.5
100567,57.5
100568,57.5
100569,57.5
100570,57.5
100571,105
100572,165
100573,325
100574,95
100575,75
100576,57.5
100577,105
100578,105
100579,57.5
100580,105
100581,57.5
100582,115
100583,125
100584,85
100585,195
100586,115
100587,75
100588,525
100589,195
100590,75
100591,125
100592,105
100593,47.5
100594,37.5
100595,75
100596,27.5
100597,62.5
100598,195
100599,47.5
100600,62.5
100601,95
100602,245
100603,175
100604,175
100605,95
100606,237.5
100607,85
100608,33.5
100609,31.5
100610,29
100611,44
100612,67.5
100613,28.5
100614,72.5
100615,22.5
100616,42.5
100617,42.5
100618,62.5
100619,57.5
100620,57.5
100621,47.5
100622,37.5
100623,42.5
100624,37.5
100625,47.5
100626,47.5
100627,47.5
100628,47.5
100629,42.5
100630,37.5
100631,22.5
100632,57.5
100633,57.5
100634,57.5
100635,57.5
100636,57.5
100637,105
100638,165
100639,325
100640,95
100641,75
100642,57.5
100643,105
100644,105
100645,57.5
100646,105
100647,57.5
100648,115
100649,125
100650,85
100651,195
100652,115
100653,75
100654,525
100655,155
100656,75
100657,125
100658,105
100659,57.5
100660,37.5
100661,75
100662,27.5
100663,52.5
100664,195
100665,47.5
100666,72.5
100667,105
100668,235
100669,175
100670,175
100671,95
100672,237.5
100673,77.5
100674,47.5
100675,31.5
100676,29
100677,44
100678,77.5
100679,28.5
100680,77.5
100681,22.5
100682,37.5
100683,37.5
100684,57.5
100685,62.5
100686,52.5
100687,47.5
100688,37.5
100689,47.5
100690,32.5
100691,37.5
100692,37.5
100693,47.5
100694,37.5
100695,42.5
100696,37.5
100697,22.5
100698,57.5
100699,57.5
100700,57.5
100701,57.5
100702,57.5
100703,105
100704,165
100705,325
100706,95
100707,75
100708,57.5
100709,105
100710,105
100711,57.5
100712,105
100713,57.5
100714,115
100715,125
100716,85
100717,195
100718,115
100719,75
100720,525
100721,145
100722,75
100723,125
100724,105
100725,62.5
100726,37.5
100727,75
100728,37.5
100729,52.5
100730,195
100731,47.5
100732,65
100733,105
100734,245
100735,175
100736,175
100737,95
100738,237.5
100739,67.5
100740,47.5
100741,31.5
100742,29
100743,44
100744,62.5
100745,28.5
100746,77.5
100747,22.5
100748,37.5
100749,37.5
100750,52.5
100751,62.5
100752,57.5
100753,47.5
100754,37.5
100755,47.5
100756,37.5
100757,37.5
100758,47.5
100759,47.5
100760,37.5
100761,47.5
100762,37.5
100763,22.5
100764,57.5
100765,57.5
100766,57.5
100767,57.5
100768,57.5
100769,105
100770,165
100771,325
100772,95
100773,75
100774,57.5
100775,105
100776,105
100777,57.5
100778,105
100779,57.5
100780,115
100781,125
100782,85
100783,195
100784,115
100785,75
100786,575
100787,145
100788,75
100789,125
100790,105
100791,47.5
100792,37.5
100793,75
100794,27.5
100795,52.5
100796,195
100797,57.5
100798,87.5
100799,105
100800,195
100801,175
100802,175
100803,95
100804,237.5
100805,67.5
100806,47.5
100807,31.5
100808,29
100809,44
100810,62.5
100811,28.5
100812,77.5
100813,22.5
100814,37.5
100815,37.5
100816,57.5
100817,57.5
100818,62.5
100819,47.5
100820,37.5
100821,57.5
100822,37.5
100823,37.5
100824,47.5
100825,37.5
100826,57.5
100827,37.5
100828,22.5
100829,57.5
100830,57.5
100831,57.5
100832,57.5
100833,57.5
100834,105
100835,165
100836,325
100837,95
100838,75
100839,105
100840,105
100841,105
100842,57.5
100843,105
100844,57.5
100845,115
100846,125
100847,85
100848,195
100849,115
100850,65
100851,575
100852,145
100853,65
100854,125
100855,105
100856,47.5
100857,32.5
100858,65
100859,27.5
100860,52.5
100861,195
100862,47.5
100863,87.5
100864,105
100865,195
100866,175
100867,175
100868,95
100869,237.5
100870,67.5
100871,47.5
100872,31.5
100873,29
100874,44
100875,72.5
100876,29
100877,67.5
100878,22.5
100879,37.5
100880,37.5
100881,57.5
100882,57.5
100883,62.5
100884,47.5
100885,37.5
100886,67.5
100887,37.5
100888,37.5
100889,47.5
100890,37.5
100891,47.5
100892,37.5
100893,22.5
100894,57.5
100895,57.5
100896,57.5
100897,57.5
100898,57.5
100899,105
100900,165
100901,325
100902,95
100903,75
100904,57.5
100905,105
100906,105
100907,57.5
100908,105
100909,57.5
100910,115
100911,125
100912,85
100913,195
100914,115
100915,65
100916,575
100917,145
100918,65
100919,125
100920,105
100921,47.5
100922,32.5
100923,75
100924,27.5
100925,52.5
100926,195
100927,47.5
100928,87.5
100929,105
100930,195
100931,175
100932,175
100933,95
100934,237.5
100935,67.5
100936,47.5
100937,31.5
100938,29
100939,44
100940,92.5
100941,32.5
100942,77.5
100943,22.5
100944,37.5
100945,37.5
100946,52.5
100947,52.5
100948,67.5
100949,47.5
100950,37.5
100951,57.5
100952,37.5
100953,37.5
100954,47.5
100955,47.5
100956,32.5
100957,47.5
100958,37.5
100959,22.5
100960,57.5
100961,57.5
100962,57.5
100963,57.5
100964,57.5
100965,105
100966,165
100967,325
100968,95
100969,75
100970,57.5
100971,105
100972,105
100973,57.5
100974,105
100975,57.5
100976,115
100977,125
100978,85
100979,195
100980,115
100981,65
100982,575
100983,145
100984,65
100985,125
100986,105
100987,52.5
100988,32.5
100989,75
100990,27.5
100991,52.5
100992,195
100993,77.5
100994,97.5
100995,105
100996,195
100997,175
100998,175
100999,95
101000,237.5
101001,67.5
101002,47.5
101003,31.5
101004,29
101005,44
101006,92.5
101007,32.5
101008,77.5
101009,22.5
101010,37.5
101011,37.5
101012,52.5
101013,52.5
101014,67.5
101015,47.5
101016,37.5
101017,57.5
101018,37.5
101019,37.5
101020,47.5
101021,47.5
101022,32.5
101023,47.5
101024,37.5
101025,22.5
101026,57.5
101027,57.5
101028,57.5
101029,57.5
101030,57.5
101031,105
101032,165
101033,325
101034,95
101035,75
101036,57.5
101037,105
101038,105
101039,57.5
101040,105
101041,57.5
101042,115
101043,125
101044,85
101045,190
101046,115
101047,65
101048,575
101049,145
101050,65
101051,125
101052,105
101053,52.5
101054,32.5
101055,75
101056,27.5
101057,52.5
101058,195
101059,77.5
101060,97.5
101061,105
101062,195
101063,175
101064,175
101065,95
101066,237.5
101067,67.5
101068,47.5
101069,31
101070,29
101071,41
101072,87.5
101073,42.5
101074,77.5
101075,37.5
101076,47.5
101077,52.5
101078,52.5
101079,65
101080,47.5
101081,37.5
101082,52.5
101083,37.5
101084,37.5
101085,52.5
101086,47.5
101087,32.5
101088,62.5
101089,37.5
101090,22.5
101091,57.5
101092,57.5
101093,57.5
101094,57.5
101095,57.5
101096,95
101097,165
101098,325
101099,95
101100,75
101101,57.5
101102,105
101103,105
101104,57.5
101105,105
101106,57.5
101107,115
101108,125
101109,85
101110,195
101111,115
101112,65
101113,575
101114,145
101115,65
101116,125
101117,105
101118,52.5
101119,37.5
101120,65
101121,32.5
101122,52.5
101123,195
101124,72.5
101125,97.5
101126,95
101127,195
101128,175
101129,175
101130,95
101131,237.5
101132,57.5
101133,47.5
101134,31
101135,29
101136,41.5
101137,67.5
101138,47.5
101139,77.5
101140,32.5
101141,47.5
101142,52.5
101143,47.5
101144,67.5
101145,47.5
101146,37.5
101147,67.5
101148,37.5
101149,37.5
101150,47.5
101151,32.5
101152,57.5
101153,37.5
101154,22.5
101155,57.5
101156,57.5
101157,57.5
101158,57.5
101159,57.5
101160,95
101161,165
101162,325
101163,95
101164,75
101165,57.5
101166,105
101167,105
101168,57.5
101169,105
101170,57.5
101171,115
101172,125
101173,85
101174,195
101175,115
101176,65
101177,575
101178,145
101179,65
101180,125
101181,105
101182,47.5
101183,37.5
101184,75
101185,32.5
101186,55
101187,195
101188,67.5
101189,97.5
101190,95
101191,195
101192,175
101193,185
101194,95
101195,237.5
101196,47.5
101197,37.5
101198,31
101199,29
101200,41
101201,67.5
101202,42.5
101203,77.5
101204,27.5
101205,47.5
101206,52.5
101207,42.5
101208,42.5
101209,47.5
101210,37.5
101211,57.5
101212,37.5
101213,37.5
101214,57.5
101215,47.5
101216,32.5
101217,47.5
101218,37.5
101219,22.5
101220,57.5
101221,57.5
101222,57.5
101223,57.5
101224,57.5
101225,95
101226,165
101227,325
101228,95
101229,75
101230,57.5
101231,105
101232,105
101233,57.5
101234,105
101235,57.5
101236,115
101237,125
101238,85
101239,195
101240,115
101241,75
101242,575
101243,145
101244,65
101245,125
101246,105
101247,57.5
101248,37.5
101249,75
101250,32.5
101251,52.5
101252,195
101253,67.5
101254,97.5
101255,95
101256,195
101257,175
101258,185
101259,95
101260,237.5
101261,47.5
101262,37.5
101263,31.5
101264,29
101265,41
101266,67.5
101267,42.5
101268,77.5
101269,22.5
101270,42.5
101271,47.5
101272,47.5
101273,47.5
101274,47.5
101275,37.5
101276,57.5
101277,37.5
101278,37.5
101279,57.5
101280,47.5
101281,32.5
101282,47.5
101283,37.5
101284,22.5
101285,57.5
101286,57.5
101287,57.5
101288,57.5
101289,57.5
101290,105
101291,165
101292,325
101293,95
101294,75
101295,57.5
101296,105
101297,105
101298,57.5
101299,105
101300,57.5
101301,115
101302,125
101303,85
101304,195
101305,115
101306,65
101307,575
101308,145
101309,65
101310,125
101311,105
101312,55
101313,37.5
101314,75
101315,32.5
101316,52.5
101317,195
101318,57.5
101319,96
101320,105
101321,125
101322,175
101323,185
101324,95
101325,237.5
101326,47.5
101327,37.5
101328,31.5
101329,29
101330,41.5
101331,67.5
101332,57.5
101333,77.5
101334,22.5
101335,42.5
101336,47.5
101337,47.5
101338,47.5
101339,47.5
101340,37.5
101341,57.5
101342,37.5
101343,32.5
101344,57.5
101345,47.5
101346,27.5
101347,57.5
101348,37.5
101349,22.5
101350,57.5
101351,57.5
101352,57.5
101353,57.5
101354,57.5
101355,95
101356,165
101357,325
101358,95
101359,75
101360,57.5
101361,105
101362,105
101363,57.5
101364,105
101365,57.5
101366,115
101367,125
101368,85
101369,195
101370,115
101371,65
101372,575
101373,145
101374,65
101375,125
101376,105
101377,52.5
101378,37.5
101379,75
101380,32.5
101381,52.5
101382,195
101383,57.5
101384,85
101385,95
101386,125
101387,175
101388,185
101389,95
101390,237.5
101391,47.5
101392,40
101393,31.5
101394,29
101395,39
101396,62.5
101397,52.5
101398,77.5
101399,22.5
101400,47.5
101401,57.5
101402,47.5
101403,47.5
101404,42.5
101405,37.5
101406,57.5
101407,37.5
101408,37.5
101409,47.5
101410,47.5
101411,32.5
101412,57.5
101413,37.5
101414,22.5
101415,57.5
101416,57.5
101417,57.5
101418,57.5
101419,57.5
101420,105
101421,165
101422,325
101423,95
101424,75
101425,57.5
101426,105
101427,105
101428,57.5
101429,105
101430,57.5
101431,115
101432,125
101433,85
101434,195
101435,115
101436,65
101437,575
101438,155
101439,65
101440,125
101441,105
101442,47.5
101443,37.5
101444,75
101445,37.5
101446,37.5
101447,52.5
101448,195
101449,57.5
101450,82.5
101451,105
101452,115
101453,175
101454,185
101455,95
101456,237.5
101457,47.5
101458,37.5
101459,31.5
101460,29
101461,39
101462,62.5
101463,52.5
101464,77.5
101465,24
