SN,Average
21580,41
21581,31
21582,46
21583,75
21584,37.5
21585,30
21586,22.5
21587,16.5
21588,29
21589,32.5
21590,31.5
21591,37.5
21592,20
21593,17.5
21594,33
21595,19
21596,16.5
21597,47.5
21598,23
21599,30
21600,37.5
21601,32.5
21602,67.5
21603,47.5
21604,67.5
21605,62.5
21606,47.5
21607,180
21608,160
21609,55
21610,55
21611,55
21612,77.5
21613,95
21614,125
21615,145
21616,85
21617,135
21618,65
21619,195
21620,210
21621,85
21622,300
21623,255
21624,75
21625,52.5
21626,120
21627,85
21628,57.5
21629,27.5
21630,72.5
21631,85
21632,145
21633,195
21634,37.5
21635,95
21636,47.5
21637,115
21638,107.5
21639,65
21640,85
21641,215
21642,22
21643,17.5
21644,41
21645,35
21646,46.5
21647,85
21648,38
21649,45
21650,22.5
21651,16.5
21652,29
21653,32.5
21654,32.5
21655,42.5
21656,22.5
21657,19
21658,37.5
21659,19
21660,46.5
21661,46.5
21662,23
21663,36.5
21664,37.5
21665,32.5
21666,67.5
21667,47.5
21668,67.5
21669,67.5
21670,47.5
21671,190
21672,160
21673,55
21674,65
21675,65
21676,67.5
21677,47.5
21678,95
21679,105
21680,47.5
21681,145
21682,85
21683,135
21684,65
21685,195
21686,190
21687,85
21688,300
21689,255
21690,85
21691,47.5
21692,115
21693,85
21694,57.5
21695,27.5
21696,70
21697,95
21698,150
21699,195
21700,37.5
21701,95
21702,47.5
21703,90
21704,107.5
21705,57.5
21706,85
21707,215
21708,21
21709,16
21710,41
21711,35
21712,45.5
21713,75
21714,42.5
21715,37.5
21716,20
21717,16.5
21718,16.5
21719,55
21720,37.5
21721,27.5
21722,32.5
21723,39
21724,19
21725,22.5
21726,47.5
21727,23
21728,23
21729,42.5
21730,37.5
21731,57.5
21732,37.5
21733,57.5
21734,57.5
21735,47.5
21736,185
21737,155
21738,55
21739,65
21740,75
21741,57.5
21742,95
21743,105
21744,57.5
21745,145
21746,85
21747,135
21748,65
21749,195
21750,190
21751,85
21752,300
21753,255
21754,77.5
21755,55
21756,115
21757,85
21758,55
21759,27.5
21760,70
21761,95
21762,155
21763,195
21764,42.5
21765,95
21766,47.5
21767,75
21768,107.5
21769,65
21770,85
21771,215
21772,22
21773,16
21774,41
21775,35
21776,46
21777,77.5
21778,42.5
21779,37.5
21780,22.5
21781,15
21782,29
21783,45
21784,57.5
21785,105
21786,37.5
21787,27.5
21788,32.5
21789,39
21790,19
21791,27.5
21792,42.5
21793,23
21794,47.5
21795,42.5
21796,37.5
21797,57.5
21798,37.5
21799,57.5
21800,57.5
21801,47.5
21802,175
21803,160
21804,55
21805,57.5
21806,95
21807,105
21808,57.5
21809,145
21810,85
21811,135
21812,65
21813,195
21814,230
21815,85
21816,300
21817,255
21818,72.5
21819,55
21820,115
21821,85
21822,57.5
21823,22.5
21824,72.5
21825,95
21826,145
21827,195
21828,42.5
21829,77.5
21830,47.5
21831,85
21832,107.5
21833,65
21834,85
21835,215
21836,21
21837,15
21838,45.5
21839,37.5
21840,47.5
21841,77.5
21842,41
21843,52.5
21844,22
21845,21
21846,29
21847,47.5
21848,65
21849,105
21850,37.5
21851,20
21852,35
21853,39
21854,19
21855,22
21856,22.5
21857,23
21858,47.5
21859,39.5
21860,37.5
21861,67.5
21862,37.5
21863,57.5
21864,67.5
21865,47.5
21866,175
21867,175
21868,55
21869,57.5
21870,95
21871,105
21872,57.5
21873,145
21874,85
21875,135
21876,65
21877,195
21878,245
21879,85
21880,300
21881,270
21882,72.5
21883,52.5
21884,115
21885,85
21886,57.5
21887,22.5
21888,72.5
21889,95
21890,145
21891,195
21892,42.5
21893,75
21894,47.5
21895,85
21896,107.5
21897,65
21898,85
21899,215
21900,20
21901,16
21902,38.5
21903,31
21904,48
21905,72.5
21906,42.5
21907,42.5
21908,20
21909,19
21910,50
21911,47.5
21912,105
21913,42.5
21914,27.5
21915,37.5
21916,39
21917,20
21918,27.5
21919,39
21920,23
21921,49
21922,40
21923,37.5
21924,57.5
21925,47.5
21926,57.5
21927,57.5
21928,47.5
21929,160
21930,160
21931,55
21932,57.5
21933,95
21934,105
21935,57.5
21936,145
21937,85
21938,135
21939,65
21940,195
21941,210
21942,85
21943,300
21944,255
21945,77.5
21946,52.5
21947,125
21948,85
21949,57.5
21950,22.5
21951,72.5
21952,95
21953,155
21954,195
21955,42.5
21956,75
21957,47.5
21958,75
21959,107.5
21960,57.5
21961,95
21962,215
21963,18
21964,14
21965,36
21966,30.5
21967,47.5
21968,75
21969,46
21970,37.5
21971,20
21972,22
21973,29
21974,45
21975,47.5
21976,125
21977,37.5
21978,27.5
21979,37.5
21980,40
21981,26.5
21982,22.5
21983,41
21984,23
21985,49
21986,40
21987,32.5
21988,57.5
21989,57.5
21990,77.5
21991,57.5
21992,47.5
21993,155
21994,110
21995,77.5
21996,125
21997,145
21998,77.5
21999,155
22000,85
22001,135
22002,65
22003,195
22004,190
22005,85
22006,250
22007,255
22008,75
22009,55
22010,125
22011,85
22012,57.5
22013,25
22014,72.5
22015,155
22016,155
22017,195
22018,42.5
22019,65
22020,47.5
22021,90
22022,107.5
22023,65
22024,95
22025,215
22026,20
22027,14
22028,36.5
22029,29.5
22030,47.5
22031,85
22032,41
22033,37.5
22034,22.5
22035,24
22036,29
22037,42.5
22038,47.5
22039,115
22040,37.5
22041,27.5
22042,39
22043,39
22044,22.5
22045,37.5
22046,41
22047,23
22048,47.5
22049,40
22050,32.5
22051,57.5
22052,47.5
22053,65
22054,57.5
22055,45
22056,155
22057,105
22058,55
22059,57.5
22060,125
22061,145
22062,57.5
22063,155
22064,85
22065,135
22066,65
22067,195
22068,190
22069,85
22070,250
22071,255
22072,57.5
22073,115
22074,85
22075,57.5
22076,22.5
22077,75
22078,145
22079,165
22080,195
22081,42.5
22082,65
22083,47.5
22084,70
22085,104
22086,62.5
22087,95
22088,215
22089,18
22090,14
22091,36
22092,47
22093,47
22094,85
22095,46
22096,45
22097,18
22098,23.5
22099,55
22100,57.5
22101,115
22102,37.5
22103,30
22104,39
22105,42
22106,22.5
22107,32.5
22108,42
22109,23
22110,47.5
22111,39
22112,32.5
22113,77.5
22114,77.5
22115,77.5
22116,77.5
22117,45
22118,160
22119,130
22120,55
22121,65
22122,77.5
22123,125
22124,145
22125,77.5
22126,85
22127,135
22128,65
22129,190
22130,230
22131,85
22132,300
22133,265
22134,85
22135,57.5
22136,125
22137,105
22138,55
22139,22.5
22140,65
22141,165
22142,195
22143,42.5
22144,65
22145,47.5
22146,70
22147,105
22148,62.5
22149,95
22150,215
22151,19
22152,14
22153,35.5
22154,29.5
22155,46.5
22156,85
22157,42.5
22158,42.5
22159,18
22160,23.5
22161,29
22162,50
22163,57.5
22164,122.5
22165,37.5
22166,32.5
22167,39
22168,41
22169,22.5
22170,32.5
22171,42.5
22172,23
22173,52.5
22174,39
22175,32.5
22176,77.5
22177,77.5
22178,77.5
22179,77.5
22180,45
22181,155
22182,135
22183,55
22184,190
22185,65
22186,77.5
22187,95
22188,95
22189,77.5
22190,105
22191,85
22192,135
22193,65
22194,190
22195,210
22196,85
22197,250
22198,265
22199,85
22200,55
22201,125
22202,105
22203,52.5
22204,22.5
22205,72.5
22206,165
22207,195
22208,42.5
22209,65
22210,47.5
22211,65
22212,105
22213,57.5
22214,85
22215,215
22216,17
22217,12
22218,36.5
22219,30.5
22220,47
22221,85
22222,42.5
22223,42.5
22224,13.5
22225,22
22226,29
22227,42.5
22228,52.5
22229,125
22230,37.5
22231,42.5
22232,39
22233,37.5
22234,29
22235,22.5
22236,42.5
22237,23.5
22238,37.5
22239,32.5
22240,77.5
22241,77.5
22242,77.5
22243,77.5
22244,45
22245,155
22246,135
22247,65
22248,77.5
22249,95
22250,95
22251,77.5
22252,95
22253,85
22254,135
22255,65
22256,195
22257,210
22258,85
22259,300
22260,255
22261,85
22262,57.5
22263,125
22264,105
22265,52.5
22266,22.5
22267,75
22268,175
22269,195
22270,42.5
22271,57.5
22272,47.5
22273,65
22274,104
22275,65
22276,95
22277,215
22278,18
22279,15
22280,44
22281,37.5
22282,47.5
22283,85
22284,37.5
22285,52.5
22286,16
22287,19
22288,47.5
22289,52.5
22290,125
22291,38.5
22292,32.5
22293,37.5
22294,41
22295,29
22296,31
22297,42.5
22298,23
22299,30
22300,42.5
22301,31
22302,77.5
22303,77.5
22304,77.5
22305,77.5
22306,45
22307,155
22308,160
22309,65
22310,77.5
22311,95
22312,140
22313,77.5
22314,95
22315,85
22316,135
22317,65
22318,195
22319,210
22320,85
22321,300
22322,85
22323,85
22324,67.5
22325,125
22326,105
22327,52.5
22328,22
22329,75
22330,175
22331,195
22332,42.5
22333,67.5
22334,47.5
22335,65
22336,104
22337,65
22338,95
22339,215
22340,19
22341,12.5
22342,36.5
22343,31
22344,46.5
22345,85
22346,35
22347,42.5
22348,19
22349,21
22350,45
22351,47.5
22352,125
22353,37.5
22354,37.5
22355,29
22356,39
22357,29
22358,33.5
22359,41
22360,23
22361,52.5
22362,37.5
22363,37.5
22364,57.5
22365,57.5
22366,47.5
22367,155
22368,135
22369,55
22370,65
22371,175
22372,77.5
22373,105
22374,105
22375,77.5
22376,95
22377,85
22378,135
22379,65
22380,195
22381,210
22382,85
22383,300
22384,255
22385,85
22386,57.5
22387,125
22388,85
22389,55
22390,22.5
22391,70
22392,165
22393,195
22394,47.5
22395,57.5
22396,47.5
22397,55
22398,104
22399,62.5
22400,95
22401,215
22402,16.5
22403,12.5
22404,36.5
22405,30.5
22406,46.5
22407,85
22408,32.5
22409,50
22410,20
22411,21
22412,29
22413,47.5
22414,50
22415,125
22416,37.5
22417,37.5
22418,29
22419,29
22420,26
22421,27.5
22422,39
22423,23
22424,45
22425,37.5
22426,37.5
22427,57.5
22428,57.5
22429,47.5
22430,37.5
22431,160
22432,135
22433,55
22434,145
22435,65
22436,165
22437,57.5
22438,85
22439,85
22440,57.5
22441,85
22442,85
22443,130
22444,65
22445,195
22446,235
22447,85
22448,270
22449,75
22450,45
22451,115
22452,95
22453,57.5
22454,27.5
22455,29
22456,75
22457,165
22458,195
22459,57.5
22460,57.5
22461,47.5
22462,55
22463,107.5
22464,65
22465,95
22466,215
22467,18
22468,12.5
22469,36.5
22470,30.5
22471,46.5
22472,85
22473,30
22474,45
22475,19
22476,18
22477,47.5
22478,50
22479,125
22480,37.5
22481,37.5
22482,27.5
22483,37.5
22484,22.5
22485,22.5
22486,39
22487,23
22488,57.5
22489,32.5
22490,37.5
22491,67.5
22492,67.5
22493,47.5
22494,47.5
22495,140
22496,145
22497,55
22498,190
22499,65
22500,125
22501,77.5
22502,95
22503,95
22504,57.5
22505,95
22506,85
22507,135
22508,65
22509,195
22510,230
22511,85
22512,300
22513,255
22514,75
22515,45
22516,115
22517,95
22518,55
22519,22.5
22520,75
22521,165
22522,190
22523,57.5
22524,52.5
22525,47.5
22526,55
22527,107.5
22528,57.5
22529,95
22530,215
22531,18
22532,13.5
22533,36.5
22534,30.5
22535,46.5
22536,85
22537,27.5
22538,47.5
22539,18
22540,20
22541,33.5
22542,47.5
22543,47.5
22544,125
22545,52.5
22546,37.5
22547,27.5
22548,37.5
22549,29
22550,39
22551,23
22552,57.5
22553,27.5
22554,37.5
22555,57.5
22556,57.5
22557,47.5
22558,47.5
22559,150
22560,135
22561,55
22562,190
22563,65
22564,145
22565,62.5
22566,95
22567,95
22568,57.5
22569,95
22570,85
22571,135
22572,65
22573,195
22574,230
22575,85
22576,300
22577,255
22578,75
22579,45
22580,115
22581,85
22582,57.5
22583,22.5
22584,29
22585,75
22586,165
22587,195
22588,57.5
22589,50
22590,47.5
22591,65
22592,106.5
22593,62.5
22594,95
22595,215
22596,27.5
22597,17.5
22598,37
22599,30.5
22600,46.5
22601,85
22602,27.5
22603,55
22604,19
22605,16.5
22606,35
22607,47.5
22608,57.5
22609,125
22610,52.5
22611,32.5
22612,27.5
22613,37.5
22614,29
22615,37.5
22616,29
22617,23
22618,57.5
22619,27.5
22620,37.5
22621,57.5
22622,32.5
22623,42.5
22624,37.5
22625,155
22626,135
22627,55
22628,190
22629,65
22630,145
22631,57.5
22632,95
22633,95
22634,57.5
22635,95
22636,85
22637,135
22638,195
22639,195
22640,230
22641,85
22642,300
22643,255
22644,67.5
22645,45
22646,115
22647,65
22648,52.5
22649,22.5
22650,29
22651,67.5
22652,165
22653,195
22654,55
22655,55
22656,32.5
22657,75
22658,107.5
22659,65
22660,85
22661,215
22662,27.5
22663,17.5
22664,41
22665,30.5
22666,46.5
22667,85
22668,27.5
22669,47.5
22670,18
22671,16.5
22672,32.5
22673,40
22674,47.5
22675,125
22676,52.5
22677,35
22678,27.5
22679,39
22680,27.5
22681,30
22682,29
22683,23
22684,27.5
22685,37.5
22686,57.5
22687,37.5
22688,42.5
22689,42.5
22690,175
22691,135
22692,55
22693,190
22694,65
22695,145
22696,57.5
22697,95
22698,57.5
22699,95
22700,85
22701,130
22702,65
22703,195
22704,235
22705,265
22706,75
22707,45
22708,115
22709,65
22710,52.5
22711,22.5
22712,29
22713,65
22714,165
22715,195
22716,52.5
22717,55
22718,47.5
22719,65
22720,107.5
22721,65
22722,95
22723,215
22724,24.5
22725,19
22726,41
22727,32.5
22728,46.5
22729,85
22730,29
22731,47.5
22732,19
22733,16.5
22734,32.5
22735,40
22736,47.5
22737,125
22738,52.5
22739,35
22740,27.5
22741,39
22742,27.5
22743,31
22744,29
22745,23
22746,27
22747,38.5
22748,57.5
22749,37.5
22750,42.5
22751,42.5
22752,175
22753,130
22754,55
22755,190
22756,65
22757,145
22758,57.5
22759,95
22760,95
22761,57.5
22762,95
22763,85
22764,130
22765,65
22766,195
22767,235
22768,85
22769,300
22770,265
22771,75
22772,45
22773,115
22774,65
22775,52.5
22776,22.5
22777,29
22778,65
22779,165
22780,195
22781,52.5
22782,55
22783,67.5
22784,65
22785,107.5
22786,65
22787,95
22788,215
22789,27
22790,17.5
22791,41
22792,31.5
22793,46.5
22794,77.5
22795,26
22796,42.5
22797,10
22798,15
22799,26.5
22800,42.5
22801,47.5
22802,125
22803,60
22804,32.5
22805,27.5
22806,37.5
22807,29
22808,30
22809,29
22810,23.5
22811,57.5
22812,29
22813,42.5
22814,37.5
22815,57.5
22816,67.5
22817,42.5
22818,47.5
22819,155
22820,135
22821,55
22822,190
22823,65
22824,145
22825,67.5
22826,95
22827,95
22828,67.5
22829,95
22830,85
22831,135
22832,65
22833,195
22834,265
22835,85
22836,300
22837,255
22838,77.5
22839,45
22840,115
22841,65
22842,57.5
22843,22.5
22844,72.5
22845,165
22846,195
22847,52.5
22848,52.5
22849,47.5
22850,55
22851,107.5
22852,62.5
22853,95
22854,215
22855,27.5
22856,17.5
22857,41
22858,30.5
22859,46.5
22860,77.5
22861,24
22862,37.5
22863,7.5
22864,14
22865,29
22866,47.5
22867,47.5
22868,115
22869,65
22870,32.5
22871,26.5
22872,35
22873,27.5
22874,26.5
22875,29
22876,23.5
22877,57.5
22878,27.5
22879,42.5
22880,37.5
22881,57.5
22882,57.5
22883,47.5
22884,42.5
22885,160
22886,135
22887,57.5
22888,175
22889,65
22890,135
22891,57.5
22892,95
22893,95
22894,57.5
22895,95
22896,85
22897,135
22898,65
22899,195
22900,260
22901,85
22902,300
22903,255
22904,77.5
22905,45
22906,125
22907,65
22908,52.5
22909,17.5
22910,27.5
22911,75
22912,155
22913,190
22914,47.5
22915,52.5
22916,47.5
22917,55
22918,107.5
22919,57.5
22920,95
22921,215
22922,27.5
22923,17.5
22924,41
22925,30.5
22926,45
22927,77.5
22928,22.5
22929,45
22930,10
22931,16.5
22932,27.5
22933,42.5
22934,47.5
22935,115
22936,65
22937,33.5
22938,27.5
22939,34
22940,29
22941,27.5
22942,29
22943,23.5
22944,57.5
22945,26
22946,37.5
22947,57.5
22948,57.5
22949,47.5
22950,47.5
22951,155
22952,160
22953,55
22954,190
22955,65
22956,145
22957,57.5
22958,95
22959,95
22960,57.5
22961,95
22962,85
22963,135
22964,65
22965,195
22966,255
22967,85
22968,300
22969,255
22970,75
22971,45
22972,115
22973,85
22974,55
22975,17.5
22976,27.5
22977,72.5
22978,155
22979,190
22980,52.5
22981,47.5
22982,47.5
22983,65
22984,107.5
22985,57.5
22986,85
22987,215
22988,29
22989,26.5
22990,41
22991,41
22992,45
22993,75
22994,21
22995,47.5
22996,14
22997,16.5
22998,27.5
22999,37.5
23000,52.5
23001,115
23002,77.5
23003,37.5
23004,27.5
23005,35
23006,29
23007,26
23008,29
23009,23
23010,57.5
23011,25
23012,39
23013,32.5
23014,57.5
23015,57.5
23016,47.5
23017,42.5
23018,155
23019,145
23020,55
23021,190
23022,65
23023,145
23024,57.5
23025,95
23026,95
23027,57.5
23028,95
23029,85
23030,135
23031,65
23032,190
23033,260
23034,85
23035,250
23036,270
23037,75
23038,57.5
23039,115
23040,85
23041,52.5
23042,17.5
23043,27.5
23044,75
23045,155
23046,195
23047,57.5
23048,52.5
23049,47.5
23050,72.5
23051,107.5
23052,57.5
23053,90
23054,215
23055,33
23056,29
23057,41
23058,30.5
23059,44
23060,75
23061,24
23062,47.5
23063,14
23064,17.5
23065,29
23066,37.5
23067,55
23068,115
23069,77.5
23070,32.5
23071,27.5
23072,35
23073,26.5
23074,22.5
23075,25
23076,23.5
23077,47.5
23078,26
23079,37
23080,37.5
23081,57.5
23082,57.5
23083,47.5
23084,42.5
23085,160
23086,135
23087,55
23088,190
23089,65
23090,145
23091,57.5
23092,95
23093,95
23094,57.5
23095,95
23096,85
23097,135
23098,65
23099,195
23100,260
23101,85
23102,300
23103,255
23104,75
23105,55
23106,125
23107,85
23108,47.5
23109,17.5
23110,27.5
23111,72.5
23112,145
23113,195
23114,57.5
23115,47.5
23116,47.5
23117,65
23118,107.5
23119,57.5
23120,95
23121,215
23122,37.5
23123,37.5
23124,41
23125,32.5
23126,45.5
23127,65
23128,23
23129,42.5
23130,12.5
23131,16
23132,27.5
23133,37.5
23134,52.5
23135,115
23136,75
23137,37.5
23138,27.5
23139,34
23140,27.5
23141,17.5
23142,27.5
23143,23
23144,57.5
23145,23.5
23146,37.5
23147,37.5
23148,75
23149,77.5
23150,57.5
23151,45
23152,175
23153,145
23154,55
23155,190
23156,65
23157,145
23158,77.5
23159,95
23160,95
23161,77.5
23162,95
23163,95
23164,135
23165,65
23166,195
23167,255
23168,75
23169,300
23170,255
23171,75
23172,52.5
23173,125
23174,75
23175,47.5
23176,17.5
23177,27.5
23178,65
23179,145
23180,190
23181,57.5
23182,47.5
23183,47.5
23184,75
23185,107.5
23186,57.5
23187,95
23188,215
23189,37.5
23190,37.5
23191,41
23192,32.5
23193,45.5
23194,65
23195,23
23196,42.5
23197,12
23198,16
23199,27.5
23200,37.5
23201,52.5
23202,115
23203,75
23204,37.5
23205,27.5
23206,38
23207,27.5
23208,17.5
23209,27.5
23210,23
23211,57.5
23212,23.5
23213,37.5
23214,37.5
23215,77.5
23216,77.5
23217,57.5
23218,45
23219,175
23220,145
23221,55
23222,190
23223,65
23224,145
23225,75
23226,95
23227,95
23228,77.5
23229,95
23230,95
23231,135
23232,65
23233,195
23234,255
23235,75
23236,300
23237,255
23238,75
23239,72.5
23240,130
23241,77.5
23242,47.5
23243,17.5
23244,27.5
23245,65
23246,145
23247,185
23248,57.5
23249,47.5
23250,47.5
23251,75
23252,107.5
23253,57.5
23254,95
23255,215
23256,42.5
23257,36
23258,41
23259,31
23260,45
23261,72.5
23262,21
23263,42.5
23264,10
23265,16.5
23266,27.5
23267,35
23268,47.5
23269,105
23270,65
23271,37.5
23272,27.5
23273,36
23274,25
23275,20
23276,22
23277,27
23278,37.5
23279,23.5
23280,37
23281,37.5
23282,77.5
23283,57.5
23284,57.5
23285,52.5
23286,160
23287,135
23288,55
23289,190
23290,65
23291,145
23292,77.5
23293,105
23294,115
23295,77.5
23296,125
23297,95
23298,135
23299,65
23300,195
23301,255
23302,95
23303,250
23304,245
23305,75
23306,47.5
23307,115
23308,85
23309,47.5
23310,17.5
23311,27.5
23312,65
23313,29
23314,145
23315,205
23316,60
23317,47.5
23318,47.5
23319,55
23320,107.5
23321,57.5
23322,100
23323,215
23324,42.5
23325,34
23326,41
23327,31
23328,45
23329,72.5
23330,21
23331,42.5
23332,10
23333,14
23334,27.5
23335,35
23336,52.5
23337,105
23338,57.5
23339,32.5
23340,27.5
23341,32.5
23342,22
23343,17.5
23344,21
23345,27
23346,37.5
23347,26
23348,37.5
23349,32.5
23350,77.5
23351,77.5
23352,57.5
23353,52.5
23354,150
23355,135
23356,55
23357,190
23358,65
23359,145
23360,77.5
23361,115
23362,115
23363,77.5
23364,125
23365,95
23366,135
23367,65
23368,195
23369,255
23370,85
23371,350
23372,255
23373,75
23374,47.5
23375,125
23376,85
23377,47.5
23378,17.5
23379,27.5
23380,72.5
23381,27.5
23382,145
23383,207.5
23384,57.5
23385,47.5
23386,57.5
23387,65
23388,106.5
23389,57.5
23390,105
23391,215
23392,47.5
23393,32.5
23394,41
23395,31.5
23396,45
23397,70
23398,20
23399,45
23400,12
23401,16.5
23402,27.5
23403,32.5
23404,45
23405,105
23406,47.5
23407,32.5
23408,22.5
23409,37.5
23410,21
23411,17.5
23412,22
23413,27
23414,37.5
23415,24
23416,37.5
23417,37.5
23418,77.5
23419,77.5
23420,32.5
23421,42.5
23422,150
23423,145
23424,55
23425,190
23426,65
23427,155
23428,77.5
23429,115
23430,115
23431,77.5
23432,125
23433,95
23434,135
23435,65
23436,195
23437,255
23438,85
23439,350
23440,255
23441,75
23442,47.5
23443,125
23444,85
23445,47.5
23446,17.5
23447,27.5
23448,72.5
23449,27.5
23450,145
23451,205
23452,52.5
23453,47.5
23454,57.5
23455,70
23456,107.5
23457,57.5
23458,105
23459,215
23460,47.5
23461,35
23462,41.5
23463,31.5
23464,45
23465,85
23466,20
23467,47.5
23468,13
23469,13.5
23470,27.5
23471,47.5
23472,45
23473,105
23474,47.5
23475,32.5
23476,22.5
23477,35.5
23478,21
23479,22.5
23480,22.5
23481,29
23482,37.5
23483,25
23484,37.5
23485,37.5
23486,77.5
23487,77.5
23488,37.5
23489,57.5
23490,170
23491,155
23492,55
23493,190
23494,75
23495,95
23496,57.5
23497,105
23498,105
23499,57.5
23500,125
23501,95
23502,135
23503,65
23504,195
23505,240
23506,85
23507,350
23508,240
23509,75
23510,47.5
23511,125
23512,105
23513,47.5
23514,13.5
23515,27.5
23516,65
23517,27.5
23518,145
23519,205
23520,47.5
23521,47.5
23522,57.5
23523,70
23524,107.5
23525,57.5
23526,100
23527,215
23528,47.5
23529,34
23530,41
23531,31.5
23532,45
23533,72.5
23534,20
23535,42.5
23536,9
23537,13.5
23538,37.5
23539,47.5
23540,105
23541,42.5
23542,32.5
23543,21
23544,32.5
23545,22.5
23546,22.5
23547,21
23548,25
23549,37.5
23550,24
23551,37.5
23552,37.5
23553,57.5
23554,57.5
23555,37.5
23556,47.5
23557,175
23558,190
23559,55
23560,190
23561,65
23562,145
23563,57.5
23564,105
23565,105
23566,57.5
23567,125
23568,95
23569,135
23570,65
23571,195
23572,215
23573,65
23574,350
23575,210
23576,85
23577,42.5
23578,115
23579,95
23580,47.5
23581,13.5
23582,27.5
23583,60
23584,27.5
23585,135
23586,215
23587,47.5
23588,39
23589,57.5
23590,55
23591,112.5
23592,62.5
23593,105
23594,215
23595,42.5
23596,34
23597,41
23598,31
23599,45
23600,65
23601,20
23602,45
23603,9
23604,16.5
23605,27.5
23606,37.5
23607,42.5
23608,105
23609,42.5
23610,32.5
23611,22.5
23612,37.5
23613,22.5
23614,22.5
23615,22.5
23616,23
23617,32.5
23618,24
23619,37.5
23620,32.5
23621,57.5
23622,57.5
23623,37.5
23624,47.5
23625,195
23626,160
23627,55
23628,190
23629,65
23630,145
23631,115
23632,115
23633,145
23634,95
23635,135
23636,65
23637,195
23638,210
23639,65
23640,350
23641,210
23642,85
23643,47.5
23644,47.5
23645,16.5
23646,35
23647,57.5
23648,27.5
23649,135
23650,47.5
23651,39
23652,47.5
23653,55
23654,112.5
23655,62.5
23656,105
