date,ncumul_conf
15904.0,24843.0
15935.0,40505.0
15936.0,51063.0
15967.0,14834.0
15968.0,24415.0
15999.0,5726.0
16000.0,80639.0
16031.0,15131.0
16032.0,25209.0
16063.0,46821.0
16064.0,5943.0
16095.0,5906.0
16096.0,83637.0
16127.0,85549.0
16128.0,6228.0
16159.0,27111.0
16160.0,11111.0
16191.0,6420.0
16192.0,5867.0
16223.0,124886.0
16224.0,36012.0
16255.0,87045.0
16256.0,10076.0
16287.0,27541.0
16288.0,44517.0
16319.0,44815.0
16320.0,24952.0
16334.0,206695.0
